"","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price"
"702","Mumbai",2013,42758,"Petrol","Automatic","First",16.93,1197,103.2,5,7.25049504950495,5.13807692307693
"703","Hyderabad",2014,75000,"Diesel","Automatic","First",21.21,1498,103.2,5,10.829,5.13807692307693
"704","Mumbai",2015,55600,"Diesel","Manual","First",20.34,1498,103.2,5,10.829,6.55229452054795
"705","Kolkata",2015,37000,"Diesel","Automatic","First",21.21,1498,103.2,5,10.829,6.55229452054795
"706","Mumbai",2009,77000,"Petrol","Automatic","First",12.6,1586,103.3,5,10.829,3.04814049586777
"707","Pune",2012,96987,"Diesel","Manual","First",20.5,1598,103.5,5,10.829,5.13807692307693
"708","Coimbatore",2015,55409,"Diesel","Manual","First",20.5,1598,103.5,5,10.829,6.55229452054795
"710","Pune",2015,82799,"Diesel","Manual","First",21.14,1498,103.52,5,12.8079487179487,6.85576923076923
"711","Delhi",2015,55429,"Diesel","Automatic","Second",21.66,1498,103.52,5,10.3523684210526,6.55229452054795
"712","Pune",2014,97513,"Diesel","Manual","First",21.14,1498,103.52,5,12.8079487179487,5.13807692307693
"715","Mumbai",2016,18856,"Petrol","Automatic","First",14.3,1598,103.52,5,12.8079487179487,8.52451807228916
"716","Coimbatore",2019,14148,"Petrol","Automatic","First",14.3,1598,103.52,5,12.8079487179487,8.52451807228916
"717","Pune",2014,68000,"Diesel","Manual","First",15.11,1598,103.6,5,12.8079487179487,5.13807692307693
"718","Bangalore",2015,35000,"Petrol","Automatic","First",17.21,1197,103.6,5,9.08,6.55229452054795
"719","Mumbai",2015,59000,"Petrol","Automatic","First",17.21,1197,103.6,5,9.08,6.55229452054795
"720","Pune",2013,52262,"Petrol","Automatic","Third",17.2,1197,103.6,5,7.25049504950495,5.13807692307693
"721","Kolkata",2012,53000,"Diesel","Manual","First",20.54,1598,103.6,5,12.8079487179487,5.13807692307693
"722","Jaipur",2011,157301,"Diesel","Manual","Second",20.54,1598,103.6,5,12.8079487179487,3.04814049586777
"723","Ahmedabad",2011,51000,"Diesel","Manual","First",20.54,1598,103.6,5,12.8079487179487,3.04814049586777
"724","Chennai",2011,76041,"Diesel","Manual","First",20.54,1598,103.6,5,12.8079487179487,3.04814049586777
"725","Chennai",2012,60000,"Diesel","Manual","First",20.54,1598,103.6,5,12.8079487179487,5.13807692307693
"726","Ahmedabad",2013,79003,"Diesel","Manual","First",20.54,1598,103.6,5,12.8079487179487,5.13807692307693
"727","Hyderabad",2011,89411,"Diesel","Manual","First",20.54,1598,103.6,5,12.8079487179487,3.04814049586777
"728","Mumbai",2013,67000,"Petrol","Manual","First",15.04,1598,103.6,5,12.8079487179487,5.13807692307693
"729","Pune",2013,104000,"Petrol","Manual","First",15.04,1598,103.6,5,12.8079487179487,5.13807692307693
"730","Chennai",2013,98000,"Petrol","Manual","Second",15.04,1598,103.6,5,12.8079487179487,5.13807692307693
"731","Pune",2011,61000,"Petrol","Manual","First",15.04,1598,103.6,5,12.8079487179487,3.04814049586777
"732","Mumbai",2011,67500,"Petrol","Automatic","Second",14.4,1598,103.6,5,12.8079487179487,3.04814049586777
"733","Mumbai",2011,54000,"Petrol","Manual","First",15,1586,104.68,5,12.8079487179487,3.04814049586777
"734","Kochi",2010,64132,"Diesel","Automatic","Second",17,1896,105,5,12.8079487179487,3.04814049586777
"735","Kochi",2013,78830,"Diesel","Automatic","Second",17,1896,105,5,12.8079487179487,6.80347826086956
"736","Pune",2007,124298,"Diesel","Manual","Second",17,1896,105,5,12.8079487179487,3.04814049586777
"737","Kolkata",2013,46000,"Diesel","Manual","First",15,1896,105,5,12.8079487179487,6.80347826086956
"738","Hyderabad",2008,131000,"Diesel","Manual","First",15,1896,105,5,12.8079487179487,3.04814049586777
"740","Hyderabad",2016,20000,"Diesel","Manual","First",16.55,2498,105,6,12.8079487179487,8.52451807228916
"741","Mumbai",2014,15000,"Diesel","Manual","First",16.55,2498,105,6,12.8079487179487,6.80347826086956
"742","Delhi",2012,74000,"Diesel","Manual","First",16.55,2498,105,7,12.8079487179487,6.80347826086956
"743","Kolkata",2013,45000,"Diesel","Manual","First",17.5,1896,106,5,12.8079487179487,6.80347826086956
"744","Chennai",2012,121000,"Diesel","Manual","First",10.5,2835,107.2,6,12.8079487179487,6.80347826086956
"745","Hyderabad",2009,94000,"Diesel","Manual","First",10.5,2835,107.2,6,12.8079487179487,5.5273417721519
"746","Chennai",2013,47000,"Diesel","Automatic","First",20,2143,107.3,5,12.8079487179487,6.80347826086956
"747","Kochi",2016,27508,"Diesel","Automatic","First",20,2143,107.3,5,12.8079487179487,8.52451807228916
"748","Bangalore",2013,43000,"Diesel","Automatic","First",15,2147,107.3,5,12.8079487179487,6.80347826086956
"751","Bangalore",2018,22000,"Diesel","Manual","First",20.37,1461,108.45,5,15.0871428571429,8.28857142857143
"752","Mumbai",2014,26500,"Diesel","Manual","First",19.01,1461,108.45,5,15.0871428571429,6.41109677419355
"753","Jaipur",2012,116000,"Diesel","Manual","First",19.01,1461,108.45,5,15.0871428571429,6.41109677419355
"754","Pune",2012,93000,"Diesel","Manual","Second",19.01,1461,108.45,5,15.0871428571429,6.41109677419355
"755","Jaipur",2012,83388,"Diesel","Manual","Second",19.01,1461,108.45,5,15.0871428571429,6.41109677419355
"756","Delhi",2013,62000,"Diesel","Manual","First",19.01,1461,108.45,5,15.0871428571429,6.41109677419355
"758","Mumbai",2014,59000,"Diesel","Manual","First",19.01,1461,108.45,5,15.0871428571429,6.41109677419355
"759","Mumbai",2014,65371,"Diesel","Manual","First",19.01,1461,108.45,5,15.0871428571429,6.41109677419355
"760","Chennai",2014,38000,"Diesel","Manual","First",20.64,1498,108.49,5,12.8079487179487,5.13807692307693
"761","Coimbatore",2018,25143,"Diesel","Automatic","First",22,1498,108.495,5,10.3523684210526,6.55229452054795
"767","Chennai",2015,142000,"Diesel","Manual","First",19.98,1461,108.5,8,15.0871428571429,8.28857142857143
"770","Chennai",2013,39000,"Petrol","Automatic","First",16.5,1499,110,5,12.8079487179487,5.13807692307693
"771","Delhi",2014,44000,"Petrol","Manual","First",15.8,1499,110,5,12.8079487179487,5.13807692307693
"772","Chennai",2007,76000,"Diesel","Manual","First",18.1,1493,110,5,12.8079487179487,3.04814049586777
"773","Mumbai",2007,89564,"Diesel","Manual","Third",18.1,1493,110,5,12.8079487179487,3.04814049586777
"774","Hyderabad",2009,137711,"Diesel","Manual","First",16.8,1493,110,5,12.8079487179487,3.04814049586777
"775","Ahmedabad",2011,68000,"Diesel","Manual","First",18.1,1493,110,5,12.8079487179487,3.04814049586777
"776","Coimbatore",2014,77914,"Diesel","Manual","First",16.2,1493,110,5,12.8079487179487,5.13807692307693
"777","Kolkata",2013,41000,"Petrol","Automatic","First",15.63,1499,110.4,5,12.8079487179487,5.13807692307693
"778","Coimbatore",2018,12899,"Petrol","Manual","First",15.85,1499,110.4,5,12.8079487179487,8.52451807228916
"779","Hyderabad",2013,50000,"Diesel","Automatic","First",23.8,1998,112,5,10.3523684210526,6.80347826086956
"780","Chennai",2009,67700,"Diesel","Manual","First",14,2498,112,7,12.8079487179487,5.5273417721519
"781","Kolkata",2013,61000,"Diesel","Manual","First",14,2498,112,8,12.8079487179487,6.80347826086956
"782","Mumbai",2013,78835,"Diesel","Manual","Second",14,2498,112,8,12.8079487179487,6.80347826086956
"783","Bangalore",2013,60000,"Diesel","Manual","First",14,2498,112,8,12.8079487179487,6.80347826086956
"784","Kolkata",2011,45000,"Diesel","Manual","First",14,2498,112,8,12.8079487179487,5.5273417721519
"785","Jaipur",2009,145278,"Diesel","Manual","Second",11.68,2498,112,8,12.8079487179487,5.5273417721519
"786","Mumbai",2006,183513,"Diesel","Manual","Second",14.9,1991,112.2,5,12.8079487179487,3.04814049586777
"789","Mumbai",2011,87000,"Diesel","Automatic","First",0,2179,115,5,12.8079487179487,5.5273417721519
"790","Delhi",2012,61180,"Petrol","Manual","Second",16.8,1497,116.3,5,12.8079487179487,5.13807692307693
"791","Kochi",2012,69297,"Petrol","Manual","First",16.8,1497,116.3,5,12.8079487179487,5.13807692307693
"792","Delhi",2011,63698,"Petrol","Manual","Second",16.8,1497,116.3,5,12.8079487179487,3.04814049586777
"793","Mumbai",2013,80000,"Petrol","Manual","First",16.8,1497,116.3,5,12.8079487179487,5.13807692307693
"794","Pune",2012,72000,"Petrol","Automatic","First",16.8,1497,116.4,5,12.8079487179487,5.13807692307693
"795","Kochi",2018,27041,"Petrol","Automatic","First",18,1497,117.3,5,12.8079487179487,8.52451807228916
"796","Delhi",2015,48000,"Petrol","Automatic","First",18,1497,117.3,5,12.8079487179487,6.85576923076923
"797","Hyderabad",2015,39822,"Petrol","Automatic","First",18,1497,117.3,5,12.8079487179487,6.85576923076923
"798","Jaipur",2017,19678,"Petrol","Manual","First",17.8,1497,117.3,5,12.8079487179487,8.52451807228916
"799","Hyderabad",2011,80000,"Petrol","Manual","First",17.4,1497,117.3,5,12.8079487179487,3.04814049586777
"800","Delhi",2015,60595,"Petrol","Manual","First",17.4,1497,117.3,5,12.8079487179487,6.85576923076923
"801","Jaipur",2016,44147,"Petrol","Manual","First",17.8,1497,117.3,5,12.8079487179487,8.52451807228916
"806","Kochi",2015,69689,"Petrol","Manual","First",17.3,1497,117.3,7,12.8079487179487,6.85576923076923
"807","Mumbai",2015,59500,"Petrol","Manual","First",17.3,1497,117.3,7,12.8079487179487,6.85576923076923
"808","Hyderabad",2009,66000,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,3.04814049586777
"809","Pune",2012,88000,"Petrol","Manual","Third",17,1497,118,5,12.8079487179487,5.13807692307693
"810","Mumbai",2010,52000,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,3.04814049586777
"811","Mumbai",2010,52000,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,3.04814049586777
"812","Ahmedabad",2011,65000,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,3.04814049586777
"813","Ahmedabad",2011,52000,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,3.04814049586777
"814","Kochi",2010,58997,"Petrol","Automatic","First",16.8,1497,118,5,12.8079487179487,3.04814049586777
"815","Mumbai",2011,66000,"Petrol","Manual","Second",17,1497,118,5,12.8079487179487,3.04814049586777
"816","Jaipur",2011,54652,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,3.04814049586777
"817","Delhi",2010,56239,"Petrol","Manual","Second",17,1497,118,5,12.8079487179487,3.04814049586777
"818","Jaipur",2011,83035,"Petrol","Manual","Second",17,1497,118,5,12.8079487179487,3.04814049586777
"819","Hyderabad",2010,60268,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,3.04814049586777
"820","Mumbai",2010,52000,"Petrol","Automatic","First",16.8,1497,118,5,12.8079487179487,3.04814049586777
"821","Coimbatore",2011,50036,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,3.04814049586777
"822","Pune",2009,72000,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,3.04814049586777
"823","Kolkata",2010,27000,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,3.04814049586777
"824","Kochi",2012,93884,"Petrol","Manual","Second",17,1497,118,5,12.8079487179487,5.13807692307693
"825","Coimbatore",2016,30842,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,8.52451807228916
"826","Hyderabad",2016,37000,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,8.52451807228916
"827","Hyderabad",2013,85264,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,5.13807692307693
"828","Pune",2010,83000,"Petrol","Manual","First",17,1497,118,5,12.8079487179487,3.04814049586777
"829","Mumbai",2014,101000,"Diesel","Manual","First",14.02,2179,118.3,8,12.8079487179487,6.80347826086956
"830","Coimbatore",2016,95942,"Diesel","Manual","First",15.4,2179,120,7,12.8079487179487,8.52451807228916
"831","Ahmedabad",2015,48000,"Diesel","Manual","First",15.4,2179,120,7,12.8079487179487,6.85576923076923
"832","Hyderabad",2007,51000,"Diesel","Manual","First",10.5,2179,120,7,12.8079487179487,5.5273417721519
"833","Chennai",2015,65000,"Diesel","Manual","First",15.4,2179,120,8,12.8079487179487,6.85576923076923
"834","Chennai",2008,88000,"Diesel","Manual","First",12.05,2179,120,8,12.8079487179487,5.5273417721519
"835","Chennai",2008,130000,"Diesel","Manual","Second",12.05,2179,120,8,12.8079487179487,5.5273417721519
"836","Hyderabad",2011,72573,"Diesel","Manual","First",12.05,2179,120,8,12.8079487179487,5.5273417721519
"837","Delhi",2010,72727,"Diesel","Manual","Second",15.4,2179,120,8,12.8079487179487,5.5273417721519
"838","Mumbai",2013,28000,"Diesel","Manual","First",13,2179,120,8,12.8079487179487,6.80347826086956
"840","Bangalore",2013,35000,"Petrol","Automatic","Second",15.5,1595,120.7,5,12.8079487179487,5.13807692307693
"841","Mumbai",2015,25700,"Petrol","Automatic","First",11.9,1595,120.7,5,12.8079487179487,6.85576923076923
"843","Bangalore",2016,13000,"Petrol","Manual","First",15.29,1591,121.3,5,12.8079487179487,8.52451807228916
"844","Coimbatore",2017,22865,"Petrol","Manual","First",15.29,1591,121.3,5,12.8079487179487,8.52451807228916
"845","Delhi",2017,11000,"Petrol","Manual","First",15.29,1591,121.3,5,12.8079487179487,8.52451807228916
"846","Coimbatore",2018,32746,"Petrol","Automatic","First",13,1591,121.3,5,12.8079487179487,8.52451807228916
"847","Hyderabad",2015,28700,"Petrol","Manual","Second",15.29,1591,121.3,5,12.8079487179487,6.85576923076923
"848","Jaipur",2016,24000,"Petrol","Manual","First",15.29,1591,121.3,5,12.8079487179487,8.52451807228916
"849","Mumbai",2013,58000,"Petrol","Manual","First",17.01,1591,121.3,5,12.8079487179487,5.13807692307693
"850","Kolkata",2014,58000,"Petrol","Manual","First",17.01,1591,121.3,5,12.8079487179487,5.13807692307693
"851","Mumbai",2014,21000,"Petrol","Manual","First",17.01,1591,121.3,5,12.8079487179487,5.13807692307693
"852","Coimbatore",2018,29738,"Petrol","Manual","First",17.01,1591,121.3,5,12.8079487179487,8.52451807228916
"853","Kochi",2013,42203,"Petrol","Manual","First",17.1,1591,121.3,5,12.8079487179487,5.13807692307693
"854","Delhi",2011,58000,"Petrol","Manual","First",17.01,1591,121.3,5,12.8079487179487,3.04814049586777
"855","Delhi",2016,27529,"Petrol","Manual","Second",17.01,1591,121.3,5,12.8079487179487,8.52451807228916
"859","Mumbai",2014,35000,"Petrol","Automatic","First",17.1,1591,121.4,5,12.8079487179487,5.13807692307693
"860","Mumbai",2014,28000,"Petrol","Automatic","First",17.1,1591,121.4,5,12.8079487179487,5.13807692307693
"861","Chennai",2013,55000,"Petrol","Automatic","First",17.01,1591,121.4,5,12.8079487179487,5.13807692307693
"862","Mumbai",2017,15000,"Petrol","Manual","First",18.88,999,123.24,5,10.9831081081081,8.52451807228916
"863","Hyderabad",2014,56000,"Petrol","Manual","First",18.88,999,123.24,5,7.25049504950495,5.13807692307693
"864","Coimbatore",2016,37354,"Petrol","Manual","First",18.88,999,123.37,5,10.9831081081081,8.52451807228916
"865","Mumbai",2014,86000,"Petrol","Manual","First",18.88,999,123.37,5,7.25049504950495,5.13807692307693
"866","Chennai",2011,130000,"Diesel","Manual","First",16.52,1991,123.7,5,12.8079487179487,3.04814049586777
"867","Hyderabad",2007,158000,"Petrol","Manual","Second",13.4,1794,125,5,19.4585294117647,3.57936936936937
"868","Chennai",2003,136441,"Petrol","Manual","First",13.4,1794,125,5,19.4585294117647,3.57936936936937
"869","Chennai",2006,164000,"Petrol","Manual","Second",13.4,1794,125,5,19.4585294117647,3.57936936936937
"870","Chennai",2007,90000,"Petrol","Manual","Third",13.4,1794,125,5,19.4585294117647,3.57936936936937
"871","Bangalore",2016,40571,"Diesel","Automatic","First",17.01,1582,126.2,5,19.4585294117647,11.7938461538461
"872","Kochi",2017,60739,"Diesel","Automatic","First",17.01,1582,126.2,5,19.4585294117647,11.7938461538461
"873","Pune",2016,57297,"Diesel","Automatic","First",17.01,1582,126.2,5,19.4585294117647,11.7938461538461
"874","Bangalore",2015,29000,"Diesel","Manual","First",19.67,1582,126.2,5,19.4585294117647,11.7938461538461
"875","Chennai",2015,86247,"Diesel","Manual","First",19.67,1582,126.2,5,19.4585294117647,11.7938461538461
"876","Coimbatore",2016,34224,"Diesel","Manual","First",19.67,1582,126.2,5,19.4585294117647,11.7938461538461
"877","Hyderabad",2016,37800,"Diesel","Manual","First",19.67,1582,126.2,5,19.4585294117647,11.7938461538461
"878","Coimbatore",2017,33186,"Diesel","Manual","First",19.67,1582,126.2,5,19.4585294117647,11.7938461538461
"879","Jaipur",2015,65000,"Diesel","Manual","First",19.67,1582,126.2,5,19.4585294117647,11.7938461538461
"880","Hyderabad",2016,41810,"Diesel","Manual","First",19.67,1582,126.2,5,19.4585294117647,11.7938461538461
"881","Mumbai",2015,19000,"Diesel","Manual","First",19.67,1582,126.2,5,19.4585294117647,11.7938461538461
"882","Pune",2016,83500,"Diesel","Manual","First",19.67,1582,126.2,5,19.4585294117647,11.7938461538461
"885","Chennai",2016,62000,"Diesel","Manual","First",19.67,1582,126.2,5,19.4585294117647,11.7938461538461
"886","Coimbatore",2016,26186,"Diesel","Manual","First",19.67,1582,126.2,5,19.4585294117647,11.7938461538461
"888","Jaipur",2016,76681,"Diesel","Automatic","First",22.7,1582,126.2,5,19.4585294117647,9.575625
"891","Kolkata",2013,37489,"Diesel","Manual","First",22.7,1582,126.24,5,19.4585294117647,6.41109677419355
"892","Bangalore",2014,72017,"Diesel","Manual","First",22.7,1582,126.24,5,19.4585294117647,6.41109677419355
"893","Bangalore",2012,69010,"Diesel","Manual","First",22.32,1582,126.3,5,19.4585294117647,6.41109677419355
"894","Pune",2012,98000,"Diesel","Manual","First",22.32,1582,126.3,5,19.4585294117647,6.41109677419355
"895","Mumbai",2013,42670,"Diesel","Manual","First",22.32,1582,126.3,5,19.4585294117647,6.41109677419355
"896","Delhi",2013,37000,"Diesel","Automatic","First",22.32,1582,126.3,5,19.4585294117647,6.41109677419355
"897","Jaipur",2014,80000,"Diesel","Manual","First",22.32,1582,126.32,5,19.4585294117647,6.41109677419355
"898","Ahmedabad",2013,60001,"Diesel","Manual","First",22.32,1582,126.32,5,19.4585294117647,6.41109677419355
"899","Kochi",2014,76969,"Diesel","Manual","First",22.32,1582,126.32,5,19.4585294117647,6.41109677419355
"900","Hyderabad",2006,88000,"Petrol","Manual","First",13,1795,127,5,19.4585294117647,3.57936936936937
"901","Hyderabad",2007,109000,"Petrol","Manual","Second",13.5,1799,130,5,19.4585294117647,3.57936936936937
"902","Pune",2008,110000,"Petrol","Manual","Second",13.5,1799,130,5,19.4585294117647,3.57936936936937
"903","Pune",2009,106000,"Petrol","Manual","First",13.5,1799,130,5,19.4585294117647,3.57936936936937
"904","Pune",2010,61696,"Petrol","Manual","First",13.5,1799,130,5,19.4585294117647,3.57936936936937
"905","Mumbai",2009,70000,"Petrol","Automatic","Third",13.9,1799,130.2,5,19.4585294117647,3.57936936936937
"906","Pune",2011,61000,"Petrol","Automatic","Third",13.9,1799,130.3,5,19.4585294117647,3.57936936936937
"907","Bangalore",2011,40000,"Petrol","Manual","Second",15.5,1799,132,5,19.4585294117647,3.57936936936937
"908","Pune",2013,56000,"Petrol","Manual","First",12.4,1998,132,8,19.4585294117647,7.5343
"909","Jaipur",2017,290000,"Diesel","Manual","First",12.4,2499,134,5,19.4585294117647,11.7938461538461
"910","Chennai",2015,21000,"Diesel","Automatic","First",20,2143,136,5,19.4585294117647,11.7938461538461
"911","Coimbatore",2017,41372,"Diesel","Automatic","First",17.9,2143,136,5,19.4585294117647,11.7938461538461
"912","Coimbatore",2016,49398,"Diesel","Automatic","First",17.9,2143,136,5,19.4585294117647,11.7938461538461
"913","Hyderabad",2014,10000,"Diesel","Manual","First",13.49,2179,138.03,5,19.4585294117647,7.5343
"915","Mumbai",2015,42000,"Petrol","Automatic","First",14.28,1798,138.03,5,19.4585294117647,11.7938461538461
"916","Coimbatore",2019,10660,"Petrol","Automatic","First",14.28,1798,138.03,5,19.4585294117647,11.7938461538461
"917","Kolkata",2013,54000,"Diesel","Manual","First",19.33,1968,138.03,5,19.4585294117647,7.5343
"918","Pune",2012,75000,"Diesel","Automatic","First",20,1968,138.1,5,19.4585294117647,9.49469879518072
"919","Bangalore",2013,78500,"Diesel","Automatic","First",20,1968,138.1,5,19.4585294117647,9.49469879518072
"920","Pune",2013,90000,"Diesel","Automatic","First",17.2,1968,138.1,5,19.4585294117647,9.49469879518072
"921","Kolkata",2008,89000,"Petrol","Manual","Second",14.53,1798,138.1,5,19.4585294117647,3.57936936936937
"922","Mumbai",2009,48233,"Petrol","Manual","First",14.53,1798,138.1,5,19.4585294117647,3.57936936936937
"923","Pune",2012,54000,"Petrol","Manual","First",14.53,1798,138.1,5,19.4585294117647,6.41109677419355
"924","Delhi",2011,70000,"Petrol","Manual","First",14.53,1798,138.1,5,19.4585294117647,3.57936936936937
"925","Mumbai",2009,64000,"Petrol","Manual","Second",14.53,1798,138.1,5,19.4585294117647,3.57936936936937
"926","Jaipur",2014,51000,"Diesel","Manual","First",11.57,2179,138.1,7,19.4585294117647,7.5343
"927","Jaipur",2015,95000,"Diesel","Manual","First",17.32,1968,138.13,5,19.4585294117647,11.7938461538461
"928","Chennai",2015,69000,"Diesel","Manual","First",17.32,1968,138.13,5,19.4585294117647,11.7938461538461
"929","Hyderabad",2013,55000,"Diesel","Automatic","Second",16.55,1968,140,5,19.4585294117647,9.49469879518072
"930","Delhi",2017,25000,"Diesel","Automatic","First",16,2179,140,7,19.4585294117647,11.7938461538461
"931","Delhi",2015,66000,"Diesel","Manual","First",16,2179,140,7,19.4585294117647,11.7938461538461
"932","Coimbatore",2015,54684,"Diesel","Manual","First",15.1,2179,140,7,19.4585294117647,11.7938461538461
"933","Kochi",2015,56318,"Diesel","Manual","First",15.1,2179,140,7,19.4585294117647,11.7938461538461
"934","Jaipur",2015,85009,"Diesel","Manual","Second",16,2179,140,7,19.4585294117647,11.7938461538461
"935","Pune",2013,31924,"Diesel","Manual","First",15.1,2179,140,7,19.4585294117647,7.5343
"936","Hyderabad",2013,67000,"Diesel","Manual","First",15.1,2179,140,7,19.4585294117647,7.5343
"937","Coimbatore",2016,85609,"Diesel","Manual","Second",16,2179,140,7,19.4585294117647,11.7938461538461
"938","Kochi",2015,67365,"Diesel","Manual","First",15.1,2179,140,7,19.4585294117647,11.7938461538461
"939","Coimbatore",2014,67791,"Diesel","Manual","First",15.1,2179,140,7,19.4585294117647,7.5343
"940","Pune",2014,83000,"Diesel","Manual","First",15.1,2179,140,7,19.4585294117647,7.5343
"941","Chennai",2013,68000,"Diesel","Manual","First",16,2179,140,7,19.4585294117647,7.5343
"942","Coimbatore",2016,39052,"Diesel","Manual","First",15.1,2179,140,7,19.4585294117647,11.7938461538461
"943","Kolkata",2014,50000,"Diesel","Manual","First",15.1,2179,140,7,19.4585294117647,7.5343
"944","Hyderabad",2017,119256,"Diesel","Manual","First",16,2179,140,7,19.4585294117647,11.7938461538461
"945","Bangalore",2014,50299,"Diesel","Manual","First",15.1,2179,140,7,19.4585294117647,7.5343
"946","Hyderabad",2013,83503,"Diesel","Manual","First",15.1,2179,140,7,19.4585294117647,7.5343
"947","Coimbatore",2015,63008,"Diesel","Manual","First",15.1,2179,140,7,19.4585294117647,11.7938461538461
"948","Delhi",2012,67000,"Diesel","Automatic","Second",15.2,1968,140.8,5,19.4585294117647,9.49469879518072
"950","Hyderabad",2005,100000,"Petrol","Automatic","First",11.1,2354,142,5,19.4585294117647,5.54267857142857
"951","Mumbai",2007,93000,"Petrol","Automatic","Second",11.1,2354,142,5,19.4585294117647,5.54267857142857
"952","Ahmedabad",2008,72002,"Diesel","Manual","Second",13.6,1991,142,5,19.4585294117647,5.54267857142857
"953","Ahmedabad",2014,84004,"Diesel","Automatic","First",20.38,1968,143,5,19.4585294117647,9.49469879518072
"954","Hyderabad",2015,52300,"Diesel","Automatic","First",20.38,1968,143,5,19.4585294117647,11.7938461538461
"955","Bangalore",2007,74000,"Petrol","Manual","First",11.9,2354,144,5,19.4585294117647,5.54267857142857
"956","Coimbatore",2017,25132,"Petrol","Automatic","First",14.5,1797,147.4,5,19.4585294117647,11.7938461538461
"957","Bangalore",2016,25000,"Petrol","Automatic","Second",14.5,1797,147.4,5,19.4585294117647,11.7938461538461
"958","Ahmedabad",2013,46000,"Petrol","Manual","First",16.3,1797,147.5,5,19.4585294117647,6.41109677419355
"959","Kochi",2018,23342,"Diesel","Automatic","First",12.83,2179,147.5,5,19.4585294117647,11.7938461538461
"960","Bangalore",2013,46000,"Diesel","Automatic","Second",16.55,1968,147.51,5,19.4585294117647,9.49469879518072
"961","Delhi",2012,70000,"Diesel","Automatic","First",16.55,1968,147.51,5,19.4585294117647,9.49469879518072
"962","Bangalore",2014,65475,"Diesel","Automatic","First",16.55,1968,147.51,5,19.4585294117647,9.49469879518072
"963","Bangalore",2014,21143,"Diesel","Automatic","First",16.55,1968,147.51,5,19.4585294117647,9.49469879518072
"964","Hyderabad",2011,64000,"Diesel","Automatic","First",16.55,1968,147.51,5,19.4585294117647,9.49469879518072
"966","Kochi",2015,61062,"Diesel","Automatic","First",12.39,2179,147.51,5,19.4585294117647,11.7938461538461
"969","Kochi",2018,21302,"Diesel","Manual","First",13.68,2393,147.8,8,19.4585294117647,11.7938461538461
"971","Pune",2010,76000,"Diesel","Manual","Third",18.3,1991,147.9,5,19.4585294117647,7.5343
"972","Mumbai",2011,69000,"Diesel","Manual","Second",18.3,1991,147.9,5,19.4585294117647,7.5343
"973","Hyderabad",2014,92448,"Diesel","Manual","First",17.15,1995,147.9,5,19.4585294117647,7.5343
"974","Kochi",2011,99120,"Diesel","Manual","First",11.5,1991,147.9,7,19.4585294117647,7.5343
"975","Kolkata",2016,121590,"Diesel","Manual","First",18,2000,148,5,19.4585294117647,11.7938461538461
"977","Chennai",2015,60000,"Diesel","Automatic","First",23.3,1984,150,5,19.4585294117647,9.575625
"978","Chennai",2005,135000,"Petrol","Automatic","Third",10.1,2354,152,5,19.4585294117647,5.54267857142857
"979","Ahmedabad",2010,90000,"Petrol","Automatic","Third",10.1,2354,152,5,19.4585294117647,9.49469879518072
"980","Kochi",2011,100922,"Petrol","Automatic","Second",10.1,2354,152,5,19.4585294117647,9.49469879518072
"981","Mumbai",2010,105001,"Diesel","Automatic","First",11.4,2953,153.86,7,19.4585294117647,9.49469879518072
"982","Delhi",2012,68000,"Diesel","Automatic","First",11.4,2953,153.86,7,19.4585294117647,9.49469879518072
"983","Mumbai",2011,100077,"Diesel","Automatic","Second",11.4,2953,153.86,7,19.4585294117647,9.49469879518072
"984","Bangalore",2013,33000,"Diesel","Manual","First",10,1796,157.7,5,19.4585294117647,6.41109677419355
"985","Mumbai",2014,45000,"Petrol","Automatic","First",13.7,1798,157.75,5,19.4585294117647,6.41109677419355
"986","Delhi",2014,84419,"Petrol","Automatic","First",13.7,1798,157.75,5,19.4585294117647,6.41109677419355
"987","Delhi",2010,63000,"Petrol","Automatic","First",13.7,1798,157.75,5,19.4585294117647,3.57936936936937
"988","Delhi",2010,40000,"Petrol","Manual","First",13.1,1798,157.8,5,19.4585294117647,3.57936936936937
"989","Chennai",2019,7000,"Diesel","Automatic","First",12.62,2198,158,7,19.4585294117647,11.7938461538461
"990","Mumbai",2017,19476,"Petrol","Automatic","First",19,1368,160,4,19.4585294117647,8.28857142857143
"992","Coimbatore",2011,58865,"Petrol","Manual","First",14.3,1798,160,5,19.4585294117647,3.57936936936937
"993","Kolkata",2016,45000,"Diesel","Manual","First",12.08,2999,161,7,19.4585294117647,11.7938461538461
